AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,AMAT,AMD,AMGN,AMZN,ASML,AVGO,AZN,BIIB,BKNG,BKR,CCEP,CDNS,CDW,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSGP,CSX,CTAS,CTSH,DASH,DDOG,DLTR,DXCM,EA,EXC,FANG,FAST,FTNT,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,KDP,KHC,KLAC,LIN,LRCX,LULU,MAR,MCHP,MDB,MDLZ,MELI,META,MNST,MRNA,MRVL,MSFT,MU,NFLX,NVDA,NXPI,ODFL,ON,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,ROP,ROST,SBUX,SIRI,SNPS,TEAM,TMUS,TSLA,TTD,TTWO,TXN,VRSK,VRTX,WBA,WBD,WDAY,XEL,ZS
-0.04551662735180351,-0.03773067832595134,-0.02990674738493726,-0.017035367393329448,-0.004807878502863128,-0.014123158086286502,-0.006384311739811688,-0.009187203251765141,-0.0359281629359105,-0.018445037581747425,-0.036568799201794455,-0.021319280470107782,-0.013161160127368121,-0.03176554380465746,-0.008190548103576112,-0.014576786725878588,0.013973334312484154,-0.00846440657876013,-0.007041533138154699,-0.002435181723595803,-0.008316839339681525,-0.0018789587685363873,-0.006670850268564621,0.007592678915951279,0.02089978777328594,0.010874242232103093,-0.009091666576489854,-0.02361464535653124,0.04717293310242798,0.0019367597914725643,-0.05913978494623651,0.0501493124525656,-0.008237263479545898,-0.014408035242987283,-0.02125860144234748,-0.008976602322191107,-0.015108193171347706,-0.0015269600430855013,0.006478508737138178,-0.009048994355155493,-0.033669298557504446,-0.030737685603513865,-0.005691716924071222,-0.012019862871021969,-0.01342829662820133,-0.010646997730426433,-0.01649601438899906,0.007646751073074665,-0.0009901792340165638,-0.001146107998413859,-0.009808910028849094,0.002608316791784304,-0.019725927879312932,-0.020537437040915818,-0.020262039581270597,-0.028328042241971052,-0.04728078009796055,0.006049469558166765,-0.03638453028035615,-0.03030810996425004,-0.010563885069266532,-0.09486328372263486,-0.018883041009086776,-0.043495018334274715,0.019167348226019953,-0.024988813378240105,-0.029601215409164827,-0.01796302010656914,-0.011436435829922154,-0.027505833641147115,-0.006477779612051648,-0.007429243504188721,-0.00893975119733681,0.009501060803541517,-0.021173836543344038,0.007866908623574087,-0.025557659485434536,-0.03164146767710274,-0.011325096584789529,0.004901644199199806,-0.011714800566887007,-0.02433962406401835,-0.008417491464447702,-0.014252967996390087,-0.01390488039558313,-0.004002679236872808,-0.04977615338574293,-0.04270056674911249,-0.016682942377841292,-0.026333402809621043,-0.003970069416876276,-0.02324629768862596,-0.008601707663881797,0.011369008251021828,-0.01696988960460344,-0.0016088547538204434,-0.01318840634505114
-0.002477050951048221,-0.06642728904847395,-0.003312161736523378,0.0024119830827453725,-0.010478283187677406,-0.018791571264409335,-0.007439744207554111,-0.04730468413035216,0.1650159792078827,-0.01688863521055306,0.007486874288995304,-0.04307329582720054,-0.012529462423053084,0.011419269598560655,-0.02218959095423556,0.003444556279844191,-0.01917301100644464,0.00048788106914554596,-0.0034000980689198324,-0.03560916480041809,0.002319667093628963,0.020239736018961008,-0.001011743634624418,-0.007978737120429402,0.031170211543891213,-0.021303348834714297,0.007357255580188626,-0.002656038395726701,-0.0013527611388618466,-0.004510259823476526,-0.08571428571428574,0.04917646114342733,-0.007475095753574967,0.0041427351584928385,-0.0008863414230714239,-0.021739204825767078,-0.008278477342395618,-0.0006556438393893194,-0.015685106275488914,-0.02541019660709265,-0.0025136719365693727,-0.005630422107429367,-0.027971167218519333,-0.004461770779021101,-0.010868155153454073,-0.16241714909058036,-0.009843691352338202,-0.016342606045080643,0.0023124697995677845,-0.005163612458936373,-0.07703992436312534,-0.007764827613447656,-0.025646893734990628,0.0046560738380223565,-0.01652235021439008,-0.01300120374763003,-0.009199157346016729,-0.0001820235155429728,0.0068105492462005035,-0.008125528001897253,-0.0006673301955713029,-0.02814287395527537,-0.009623732849252997,-0.006121878354781618,-0.04977187808780137,0.006009518228275557,0.006391833385743784,-0.028780059417889303,-0.010210651850552366,-0.018696130660875276,-0.012303261150930389,-0.019034218155790872,-0.013393022510582053,-0.003718063261895277,-0.0012650992998716193,-0.0074412522673559245,-0.0074772980972853675,-0.008698504576852728,-0.03390390100396612,-0.011920617897843155,-0.018007404744346034,0.005573031174633147,0.0033953060046063577,-0.02239639972811891,-0.022794757557626277,0.004018765064353724,-0.06349339370613127,0.003958605783357605,0.029971010516053997,0.004572174646303218,-0.004705856268828912,-0.020987138437870256,0.0042143767890439054,-0.009367717066321002,-0.013972036500585094,-0.005712505446146987,-0.014093616367022666
0.023700160128306225,-0.03999997652493992,0.015779341831344107,0.03199351225830993,0.0019941293916905245,0.029242517244108646,-0.05440102835371785,0.03942582856744625,-0.006195969678983837,0.022864835484154522,0.015387648743417026,0.03834872042878934,0.022531773749926876,0.013978485737801805,0.050894196572299766,0.0008992706918329318,-0.002443525681004144,0.015114539451944964,0.026123407747758565,0.01518863743151111,-0.0032222417805941594,0.004844333728180272,0.005586524456693942,0.019325328661834673,0.0001707509432344878,0.017025612700990234,0.02188216234803697,0.003504343338780469,-0.014276715997700196,0.02637540035766106,-0.006937503814697266,0.009487195947649019,-0.0018828484105520849,0.003983385123369931,0.006802665093054605,-0.0058200388298357275,-0.016695341076596315,0.016047712945155723,0.02713470112195071,0.012221502823020591,0.012123955171343015,0.014069678602353086,0.008900537057708657,0.020710971282656532,0.028227558095778926,-0.020162071384695168,0.0258764273832921,0.01483717439844856,0.02043503887563225,0.004613724409192388,0.047075016838310724,0.011431387968867668,0.035751461323432876,0.03125968209321539,-0.01405743859488029,0.028739626144869135,0.011532450241352743,0.012939765548941384,0.08235669923471378,0.012093026412885566,0.020699827839364193,0.09151761591891261,0.01686189858469156,0.012667465692197899,0.03138728921201994,0.031636968057570325,0.022266875302175526,0.03879053812054667,0.01673628440789998,0.03957017100447957,0.018334375424255533,0.015957693526128525,0.005540705902701726,0.002099441522528833,0.056871509394833986,0.01183346010773123,0.031409354691865454,0.042861955118719486,0.046736927042366094,0.013075980359678718,-0.012070751576455319,0.008973410430491935,0.013536627212217489,0.019237737573756908,0.0009221990469920893,0.006575798079480721,0.08652080631985237,0.014293453702777681,0.020638386953764964,0.019208388705910462,0.019078970447911958,0.020539342243106162,-0.01653894042839832,-0.0127659793207332,0.005361613601509996,-0.005450591715447484,0.025879078986922766
-0.016427530677357027,0.10568911954221671,-0.011072972478395227,-0.00319516826731292,0.006381667672240798,-0.021319206301066873,0.017775460818458155,-0.011268024505842189,-0.019718726783831353,0.006386706659198715,-0.017962780502695397,-0.014196915254512832,-0.01704618714438899,-0.004595184295605348,-0.020406010999934554,-0.012379442009193942,-0.02816907401198976,-0.013928834241975219,-0.011589186189918554,-0.02106625275776619,0.0026790021109568407,-0.00803483055324472,-9.127286544829971e-05,-0.017643842305222646,0.012891677381017042,-0.019283748900641884,-0.0033788425050961246,-0.02081319055224462,-0.01582390899249375,-0.012454686102579382,-0.005286653289177101,-0.02383080464165621,0.0023056091482374086,-0.013319755870902394,-0.010134764396350304,0.010377709207882724,-0.029213426081105442,-0.018390529309914916,-0.023637025622050056,-0.010866484055126913,-0.01951374666948058,-0.016856000960358553,0.008291148716113028,-0.013690837394423006,-0.019387323509154175,-0.006657120032238062,0.0021948264515945226,-0.008258514948771056,-0.0022608624507396424,0.011767803008714495,-0.023342021873671737,-0.012800991401361594,-0.025552904102394303,-0.026873694684298788,0.0032460549344617284,-0.024929479444925406,-0.02657004830917875,0.0023390758615216,-0.028847842478609942,-0.014475408703208403,-0.0031401002592077454,0.019772170307249537,-0.01686367404717337,-0.008977308929627448,-0.029075206298350365,-0.014405294499712173,-0.01976675152402607,-0.041583531391071515,-0.015597336040958254,-0.03665416642279551,-0.0008880635356043332,-0.011507767112049372,0.0075768189006766296,-0.005470390322016683,0.003954868072923334,-0.002106577369384799,-0.009607773323558555,-0.013484609400185033,-0.010040886336062704,0.005680835906919146,0.008928506418847348,-0.023803006297037133,-0.006677991654187143,-0.011111687463080111,-0.0062326916195413196,-0.010414733042067303,-0.040991122577997974,-0.0293872748385422,-0.01777192748951628,-0.01506207740375276,-0.004257394479742049,-0.020020416637272276,0.021083911468123384,-0.0047891991446528115,-0.018393500898247428,0.012738755986976269,-0.003924124949036045
0.019168296408893504,0.06565691135538487,0.009346175764753939,0.018192968111201857,-0.06498433126575842,0.01717963487015095,0.0007082841878254253,0.015248702400341818,0.12542516862868824,-0.025149947926704108,0.011065474265779418,-0.031193434178145907,0.004880534088832489,0.0056817729659845995,-0.01066531366811918,0.015335284142229844,-0.0037807326558551013,0.017778639885092318,0.018452648847979702,0.01572243222266656,0.008923977138423966,0.01596833084598126,-0.004365591628794907,0.03435968152639646,0.0597606541112623,0.009291340541185633,0.1568211248018112,0.02596302357779523,0.041695155282337915,0.03432318129444423,-0.0242960851866173,-0.017879628178724905,-0.006482672004796575,0.022235998557502246,0.008532088512042568,0.015538752985918558,0.048353877246908095,0.02600858185127719,0.02563333888726027,-0.00976564886584419,0.014450124813149001,0.013207763093630032,0.016906687059887515,0.01454447630138933,-0.0003632752565025932,-0.023761413219037242,0.01812683748289201,0.02368721021036091,0.011977952845970252,0.009077965365401841,0.013820598499049153,0.004144512506102371,0.03410420953044979,0.009608155979398125,0.0068167089158419625,0.021587650576035067,0.07344914665884761,0.01938579608223323,0.04554809045856323,0.013775539001205095,0.014700027317216868,-0.024297408018700728,0.0037166197744225027,0.010098047716039282,0.005989068609754344,-0.008249572575248498,0.024472612888015277,0.033408697622788974,-0.0004386112516202578,0.022438979730373454,0.012709731807615476,0.015277145137319703,0.005605665537973037,0.006319700534790362,0.0031037620466705107,0.004003350510045411,0.04725705808788083,0.01727755087906835,0.0018383215436539313,0.033255400626583054,0.029692693267882264,0.03724544089731241,-0.0067227369900206835,0.018060566355535546,0.020451570612550984,0.012055142216154113,0.015320072049045619,0.019978097274873097,0.00901479207912681,0.011603822787365603,0.028613486947155264,0.0007181251433319158,0.011799461556901036,0.010587069590227483,0.019569789797878157,0.005265348024794392,0.020823315842403156
0.012100201911170005,0.06970418080435037,0.005913401700730736,-0.010465398617693578,-0.03084878571987204,-0.010519234317151405,0.014976336949546143,0.018498006244961118,0.027730328714720143,-0.010890063247047777,0.006049030252796905,-0.005183209745167838,0.01052288796293932,0.022069279309679724,-0.00901355686484906,-0.011595655820722417,-0.030360507218068933,-0.0035892408596671643,0.015853546152904574,0.00043234863358532216,-0.005261079338054864,-0.005239250889451541,-0.00190546798898239,0.00010787463436989775,0.1428457695454457,-0.005780565467050747,0.004269439064589875,-0.02335907258499681,-0.013047572495787918,0.06775730327454821,0.07872381078469126,0.028591397811167818,-0.011260784388822609,0.010021539088375553,0.019569073444927865,-0.0023340358496598546,-0.030667412324224652,0.007733524644688128,-0.0006576896020089595,-0.009313606590902745,0.006195672416690723,0.009754054070952645,-0.035062559133273385,0.019596092692058642,-0.00648872928535793,-0.0016640691828327947,0.005824114254945112,-0.012072555863367307,-0.01567491627631401,-0.033173752536185486,0.014195536037272749,-0.010992578837278777,0.049081100825706825,-0.006385419766142486,-0.018705569754596585,-0.004284834912988922,0.0567729940177506,-0.017960808674045592,0.018943578744170964,0.005186565248808561,0.006596845845764365,-0.02364488532639386,0.023639904640315512,-0.0007840231574908207,0.006945997754546962,0.0027245227392422855,0.014189552318774057,-0.01570250021499109,-0.011573041071668011,-0.009064820372522653,0.054303756435214456,0.013035628858726334,-0.016315426121177534,-0.016048681151672017,0.01082950940531946,-0.0017396928143976753,0.04284933987967876,0.15220910009684463,-0.001091427725347649,-0.009973561886304272,0.005880357458014407,-0.010075296205522943,-0.0067682380744812365,0.004636620186650564,0.002939463684269672,-0.002836071964926856,-0.007751257440881121,0.005726414772179611,0.011025156213561926,-0.014150198748479226,-0.002557938659214276,0.002439698165912496,-0.01263372420849107,0.007142838977632016,-0.018106692212201625,0.003928588545129008,0.018271970096282786
0.10468865830322804,0.03636364341850018,0.012395193175544161,-0.012467813334915867,0.00015044401157893184,0.0013976559243329412,0.009410698376439486,-0.0013969418189940797,-0.00984650477129867,-0.005972115232037556,0.036960821567137314,-0.024839478920249847,0.014898898972946162,-0.03644853892361155,-0.0006184345456426987,-0.015174102231601316,0.010437114934668035,-0.011287321727976196,0.014862967500622437,0.004840562817767902,0.02939088010584734,-0.019922208212656445,0.002186000482628847,0.005607641801379515,-0.011274236826936512,0.01421190393108418,0.020512084227169103,0.015660494231036104,0.00019859332749905256,-0.012431397911688902,-0.036789961836059204,0.05979129009478834,-0.006386359697825639,0.00969033599616953,0.02186293096679881,0.003639309641102262,0.008858643171235414,0.002771024654475651,0.011334532417499155,-0.03871154328218318,-0.03166268654769944,-0.0327751347175077,0.0014078499409906353,0.0632183734579792,-0.0016197455697135599,-0.0054177522293679115,0.007995077078409185,-0.002836857423391015,-0.005849905615021411,-0.0002909524162022503,0.009752285734199617,0.012767565625549038,-0.0036453684924413476,0.005963024945757844,-0.019646566518812025,-0.005085335506394673,0.00218741795430355,-0.0050207626135101435,0.015458234868792387,0.08174842646319092,0.008481157346409862,-0.045472097181369575,0.014746965920195532,0.00544380494434038,-0.013401733675078353,0.006340092974963962,7.058889711464289e-05,0.002644722547612277,0.01448313538125956,-0.008184885534289976,-0.006534649503863954,0.016402516418469792,0.002648937577109267,0.005555170260331588,0.08076289631712408,-0.00021807599305434522,0.01849261294979887,-0.014740234082291082,0.0009502185094878435,-0.0008086313881062734,0.008094428270206677,-0.0014349655125559524,0.001703589820104101,-0.0006019620717966356,-0.058669985882815134,0.018012825254951403,-0.03813804798718812,0.048874030855527995,0.027951910141070124,-0.010396268554548449,0.00822774141586291,-0.026485304431416723,0.0017226640894567602,-0.002364030163704678,0.0018828017191445667,0.0005797693453244435,0.004331447493723939
0.025197602665020025,0.0010428055728743946,0.008214786271870445,0.01497601907184487,0.011662107598866767,0.01290023747511726,-0.012776301969074533,0.01057057655423188,0.0030995462072016533,0.010994419777319964,-0.01668096589563972,0.03644115372867818,0.014143861022557491,0.01864474113612813,0.012632426334640012,-0.007153610867409177,0.009037956526701363,-0.02744705977429207,0.023066330828983128,0.010408633212869,0.016724158977640124,0.0018694800126322075,0.011642563958111696,0.0004289642415800099,-0.09023725391216553,0.0012740074720174466,-0.017369586246116175,-0.013877182420228729,-0.010368653023599239,-0.004098194950910239,-0.02146915392331261,-0.024729740899531838,0.012426391870064668,0.01866649383135588,0.005225349421301262,-0.016058238323134022,0.0037631558472990267,0.00892889524831686,-0.0005784796734972231,0.03164109756444877,-0.0057386182810313935,-0.003488000009912562,-0.005623482744113284,-0.014481482754556851,0.04108225760692252,0.01194196876846898,0.01739731038870529,0.005106231507115977,-0.021902494763576197,0.011925680395291405,0.039133409782894146,-0.0032640082278156957,0.011268371744431738,0.009214042303949288,-0.003698106123406597,0.030865828892880698,-0.041295646229494554,0.0,0.042681083573477,-0.006740985213094297,-0.008155033023280689,0.05236174038745167,0.02467783458335515,0.056241307276652774,0.006591994144196978,0.01992306933622645,0.03725965298135003,0.013783666221523827,-0.002187932546848681,0.031067930961017565,-0.0075201790281943515,-0.005822123784188227,0.01167969371180666,0.006229480514234442,0.0460783832997711,-0.006973783080990725,0.005100219118910898,0.03768554659164569,0.02074133769345865,0.006359183143412883,-0.019962147579558942,-0.013459069331602014,-0.0017006925376098492,0.017970092405976024,0.007359202358759198,-0.004656404900344913,0.03790989277703116,0.05317738029561614,0.02237530833646928,0.013876864149988899,-0.009273342397044027,0.027647018432617188,0.009088574448107734,0.011374396529818753,0.0037032841903947844,-0.004055903672678274,0.02102422486882838
0.006678180331281425,-0.031742189209355565,-0.002343879702005891,0.0052330032661809245,0.01695662708928225,0.0017537922851107446,-0.0026816765854941194,-0.0024613847459992177,0.09488866898839166,-0.015241003864258307,0.008657119256458845,0.010146960584927589,0.022289234493964694,-0.01302355094214458,-0.007477772010567096,0.015082873525164686,0.03582864913148365,-0.0027471791070980967,-0.0235304404796286,0.017537935323383103,0.017483461667241906,0.007695904441491708,0.03179270266530665,0.03805333248498677,-0.0314119733740329,0.01081438598011597,-0.006742557365737256,0.005828016728227414,0.00970763359774418,-0.001763570820376259,0.009120530619327383,-0.02996702275812413,0.01470743157581178,-0.00401198802133329,0.02781676583289494,0.02000526664379132,0.02649328957475361,0.0014746438906962922,0.00441331398937872,-0.011850113995233946,-0.0064294265072423196,-0.006379954186433001,-0.008079141999918438,-0.004438863944802862,-0.010506245041685514,0.017184199066984318,-0.0034008968595342637,-0.00789621401125995,0.001002610288940664,0.008335660370691889,-0.013243626034682654,-0.0018827138972177249,0.009307573937731739,-0.0011564712469874783,0.03089061404280491,0.023362274124656857,-0.02258442566867158,0.0016221552828254993,0.001117206425956585,-0.008453697700605889,0.0021840417052678696,0.006155369413643141,0.0034787135538325575,-0.015008872083605462,0.018059097791991885,0.022101038143606866,0.019754213854821456,0.014771209073740632,0.014197903801748124,0.02118647682620778,-0.00192069388697369,0.0018866132144248482,-0.0020615572884948863,-0.008176730918232566,-0.020930981586806063,0.005632937528450288,0.0013193002342979376,0.012409948988910458,0.005037287039949767,-0.004113126253402766,0.005689376423534842,-0.004900623566208906,0.008518025146847297,-0.004684403027349737,-0.002697362943359205,0.014128012922384414,0.0013467807962437295,0.012181236797493833,0.05862008281912612,0.022502064227392315,0.004065150010301499,-0.01363050124621823,-0.003651431301096686,0.03139644196360014,-0.0005506407111793843,0.017015781742493186,-0.0006788077888647548
0.0036245692299745613,-0.020062010500279892,0.005795212252917903,-0.008619346301548259,-0.014406889324269923,0.013755744625745026,-0.008299900492804269,0.00030851708895340835,0.003174936972714759,-0.008703115706125475,0.021090645909052075,-0.004914443654171818,0.0035018053027469076,-0.002318230573839508,0.00032608975603953816,0.029633396968784087,0.03520674281360758,0.013523537087391402,0.004672916795698923,-0.023176044182020794,-0.002916618008895533,-0.02129144787558912,0.0005298786454130955,0.007538242302142395,0.0,-0.007132488703656015,0.013841863987273051,0.009468568404068067,-0.005536839963052098,-0.00721459298487892,0.0015169099438274714,0.02580059645166255,-0.0008342213741581173,0.022403751088063695,-0.0009570016819054894,-0.02658059752372277,0.01363535799325244,0.01115131696418592,0.00929191864937784,-0.026523528981846067,0.0058974950013497285,0.003929908822152495,0.023688304854818654,0.013991009494114248,0.017933352835953764,-0.004274274031892955,0.000998038146220237,0.013738134393657342,-0.0006678578569475624,-0.008551842917068786,-0.004441121384138325,0.018125941079821795,-0.0038709065494473283,0.037201859451397645,0.013588903161155796,-0.08218422460888875,0.014348279970696431,-0.007736775289415632,0.04388668413256536,-0.0028420264219288782,0.06524799639156353,-0.03390257537284702,0.007200077734193844,-0.001641024398317814,-0.004873210665572447,-0.014775192450438568,0.0052549858277051165,-0.008684123452061043,0.002108255171481055,-0.019824817638920522,-0.009198980128329759,0.03605191903018956,0.001514738605863375,0.023436565301914403,0.03658798728174539,-0.008874833424907469,0.028277513704338064,0.003965825079948804,-0.03687365925331565,0.004176328955771913,0.003394696823292298,0.00865163877433317,-0.0016892765661605802,-0.001436752718120493,0.017073301168960553,-0.004520797429894308,-0.001331501252462397,0.03092845628888652,-0.008449751937239514,0.0035544693312328235,-0.005646733169704654,-0.008994887909798743,-0.00293174236014182,-0.04043613722822992,0.013774863211925892,-0.002001949704813155,0.015397337169240854
